"year","month","day","data","median","LB","UB"
2022,6,16,207,207,NA,NA
2022,6,23,280,280,NA,NA
2022,6,30,677,677,NA,NA
2022,7,7,970,970,NA,NA
2022,7,14,678,678,NA,NA
2022,7,21,613,613,NA,NA
2022,7,28,839,839,NA,NA
2022,8,4,585,585,NA,NA
2022,8,11,630,630,NA,NA
2022,8,18,492,492,NA,NA
2022,8,25,259,259,NA,NA
2022,9,1,206,566.363636363636,94.4734395290484,1038.25383319822
2022,9,8,198,566.363636363636,94.4734395290484,1038.25383319822
2022,9,15,136,566.363636363636,94.4734395290484,1038.25383319822
2022,9,22,66,566.363636363636,94.4734395290484,1038.25383319822
