"means","lower.10.","lower.20.","lower.30.","lower.40.","lower.50.","lower.60.","lower.70.","lower.80.","lower.90.","lower.95.","lower.98.","upper.10.","upper.20.","upper.30.","upper.40.","upper.50.","upper.60.","upper.70.","upper.80.","upper.90.","upper.95.","upper.98."
164,158.743208710296,153.401730298404,147.880888417566,142.06275265616,135.784069385199,128.792457819362,120.642880642266,110.388851658333,95.1908360415056,82.0088240344443,66.681886298875,169.256791289704,174.598269701596,180.119111582434,185.93724734384,192.215930614801,199.207542180638,207.357119357734,217.611148341667,232.809163958494,245.991175965556,261.318113701125
164,156.565774463536,149.011783250314,141.204133786717,132.976047285209,124.096648249571,114.209016350319,102.683773778864,88.1823869208193,66.6891471143432,48.0469669545922,26.3714037393021,171.434225536464,178.988216749686,186.795866213283,195.023952714791,203.903351750429,213.790983649681,225.316226221136,239.817613079181,261.310852885657,279.953033045408,301.628596260698
